cve,descrip
"K260","Úlcera duodenal, aguda con hemorragia"
"K261","Úlcera duodenal, aguda con perforación"
"K262","Úlcera duodenal, aguda con hemorragia y perforación"
"K263","Úlcera duodenal, aguda sin hemorragia ni perforación"
"K264","Úlcera duodenal, crónica o no especificada, con hemorragia"
"K265","Úlcera duodenal, crónica o no especificada, con perforación"
"K266","Úlcera duodenal, crónica o no especificada, con hemorragia y perforación"
"K267","Úlcera duodenal, crónica sin hemorragia ni perforación"
"K269","Úlcera duodenal, no especificada como aguda ni crónica, sin hemorragia ni perforación"
"K270","Úlcera péptica, de sitio no especificado, aguda con hemorragia"
"K271","Úlcera péptica, de sitio no especificado, aguda con perforación"
"K272","Úlcera péptica, de sitio no especificado, aguda con hemorragia y perforación"
"K273","Úlcera péptica, de sitio no especificado, aguda sin hemorragia ni perforación"
"K274","Úlcera péptica, de sitio no especificado, crónica o no especificada, con hemorragia"
"K275","Úlcera péptica, de sitio no especificado, crónica o no especificada, con perforación"
"K276","Úlcera péptica, de sitio no especificado, crónica o no especificada, con hemorragia y perforación"
"K279","Úlcera péptica, de sitio no especificado, no especificada como aguda ni crónica, sin  hemorragia ni perforación"
"K281","Úlcera gastroyeyunal, aguda con perforación"
"K284","Úlcera gastroyeyunal, crónica o no especificada, con hemorragia"
"K285","Úlcera gastroyeyunal, crónica o no especificada, con perforación"
"K289","Úlcera gastroyeyunal, no especificada como aguda ni crónica, sin hemorragia ni perforación"
"K290","Gastritis aguda hemorrágica"
"K291","Otras gastritis agudas"
"K292","Gastritis alcohólica"
"K293","Gastritis crónica superficial"
"K294","Gastritis crónica atrófica"
"K295","Gastritis crónica, no especificada"
"K296","Otras gastritis"
"K297","Gastritis, no especificada"
"K298","Duodenitis"
"K299","Gastroduodenitis, no especificada"
"K30X","Dispepsia"
"K311","Estenosis pilórica hipertrófica del adulto"
"K314","Divertículo gástrico"
"K315","Obstrucción del duodeno"
"K316","Fístula del estómago y del duodeno"
"K317","Pólipo del estómago y del duodeno"
"K318","Otras enfermedades especificadas del estómago y del duodeno"
"K319","Enfermedad del estómago y del duodeno, no especificada"
"K352","Apendicitis aguda con peritonitis generalizada"
"K353","Apendicitis aguda con peritonitis localizada"
"K358","Otras apendicitis agudas, y las no especificadas"
"K36X","Otros tipos de apendicitis"
"K37X","Apendicitis, no especificada"
"K383","Fístula del apéndice"
"K388","Otras enfermedades especificadas del apéndice"
"K389","Enfermedad del apéndice, no especificada"
"K400","Hernia inguinal bilateral con obstrucción, sin gangrena"
"K401","Hernia inguinal bilateral, con gangrena"
"K402","Hernia inguinal bilateral, sin obstrucción ni gangrena"
"K403","Hernia inguinal unilateral o no especificada, con obstrucción, sin gangrena"
"K404","Hernia inguinal unilateral o no especificada, con gangrena"
"K409","Hernia inguinal unilateral o no especificada, sin obstrucción ni gangrena"
"K411","Hernia femoral bilateral, con gangrena"
"K413","Hernia femoral unilateral o no especificada, con obstrucción, sin gangrena"
"K414","Hernia femoral unilateral o no especificada, con gangrena"
"K419","Hernia femoral unilateral o no especificada, sin obstrucción ni gangrena"
"K420","Hernia umbilical con obstrucción, sin gangrena"
"K421","Hernia umbilical con gangrena"
"K429","Hernia umbilical sin obstrucción ni gangrena"
"K430","Hernia incisional con obstrucción, sin gangrena"
"K431","Hernia incisional con gangrena"
"K432","Hernia incisional sin obstrucción o gangrena"
"K433","Hernia paraestomal con obstrucción, sin gangrena"
"K435","Hernia paraestomal sin obstrucción o gangrena"
"K436","Otras hernias ventrales y las no especificadas con obstrucción, sin gangrena"
"K437","Otras hernias ventrales y las no especificadas con gangrena"
"K439","Otras hernias ventral y las no especificadas sin obstrucción o gangrena"
"K440","Hernia diafragmática con obstrucción, sin gangrena"
"K441","Hernia diafragmática con gangrena"
"K449","Hernia diafragmática sin obstrucción ni gangrena"
"K450","Otras hernias de la cavidad abdominal especificadas, con obstrucción, sin gangrena"
"K451","Otras hernias de la cavidad abdominal especificadas, con gangrena"
"K458","Otras hernias de la cavidad abdominal especificadas, sin obstrucción ni gangrena"
"K460","Hernia abdominal no especificada, con obstrucción, sin gangrena"
"K461","Hernia abdominal no especificada, con gangrena"
"K469","Hernia abdominal no especificada, sin obstrucción ni gangrena"
"K500","Enfermedad de Crohn del intestino delgado"
"K509","Enfermedad de Crohn, no especificada"
"K510","Pancolitis ulcerativa (crónica)"
"K512","Proctitis (crónica) ulcerativa"
"K513","Rectosigmoiditis (crónica) ulcerativa"
"K514","Pólipos inflamatorios"
"K518","Otras colitis ulcerativas"
"K519","Colitis ulcerativa, sin otra especificación"
"K520","Colitis y gastroenteritis debidas a radiación"
"K521","Colitis y gastroenteritis tóxicas"
"K522","Colitis y gastroenteritis alérgicas y dietéticas"
"K523","Colitis de etiología indeterminada"
"K528","Otras colitis y gastroenteritis no infecciosas especificadas"
"K529","Colitis y gastroenteritis no infecciosas, no especificadas"
"K550","Trastorno vascular agudo de los intestinos"
"K551","Trastorno vascular crónico del intestino"
"K552","Angiodisplasia del colon"
"K558","Otros trastornos vasculares del intestino"
"K559","Trastorno vascular del intestino, no especificado"
"K560","Íleo paralítico"
"K561","Invaginación"
"K562","Vólvulo"
"K563","Íleo por cálculo biliar"
"K564","Otras obstrucciones del intestino"
"K565","Adherencias [bridas] intestinales con obstrucción"
"K566","Otras obstrucciones intestinales y las no especificadas"
"K567","Íleo, no especificado"
"K570","Enfermedad diverticular del intestino delgado con perforación y absceso"
"K571","Enfermedad diverticular del intestino delgado sin perforación ni absceso"
"K572","Enfermedad diverticular del intestino grueso con perforación y absceso"
"K573","Enfermedad diverticular del intestino grueso sin perforación ni absceso"
"K574","Enfermedad diverticular de ambos intestinos con perforación y absceso"
"K575","Enfermedad diverticular de ambos intestinos, sin perforación ni absceso"
"K578","Enfermedad diverticular del intestino, parte no especificada, con perforación y absceso"
"K579","Enfermedad diverticular del intestino, parte no especificada, sin perforación ni absceso"
"K588","Otro síndrome de intestino irritable y el no especificado"
"K590","Constipación"
"K591","Diarrea funcional"
"K593","Megacolon, no clasificado en otra parte"
"K598","Otros trastornos funcionales especificados del intestino"
"K599","Trastorno funcional intestinal, no especificado"
"K602","Fisura anal, no especificada"
"K603","Fístula anal"
"K604","Fístula rectal"
"K605","Fístula anorrectal"
"K610","Absceso anal"
"K611","Absceso rectal"
"K612","Absceso anorrectal"
"K613","Absceso isquiorrectal"
"K620","Pólipo anal"
"K622","Prolapso anal"
"K623","Prolapso rectal"
"K624","Estenosis del ano y del recto"
"K625","Hemorragia del ano y del recto"
"K626","Úlcera del ano y del recto"
"K627","Proctitis por radiación"
"K628","Otras enfermedades especificadas del ano y del recto"
"K629","Enfermedad del ano y del recto, no especificada"
"K630","Absceso del intestino"
"K631","Perforación del intestino (no traumática)"
"K632","Fístula del intestino"
"K633","Úlcera del intestino"
"K635","Pólipo del colon"
"K638","Otras enfermedades especificadas del intestino"
"K639","Enfermedad del intestino, no especificada"
"K642","Hemorroides de tercer grado"
"K643","Hemorroides de cuarto grado"
"K645","Trombosis venosa perianal"
"K648","Otras hemorroides especificadas"
"K649","Hemorroides, sin otra especificación"
"K650","Peritonitis aguda"
"K658","Otras peritonitis"
"K659","Peritonitis, no especificada"
"K660","Adherencias peritoneales"
"K661","Hemoperitoneo"
"K668","Otros trastornos especificados del peritoneo"
"K669","Trastorno del peritoneo, no especificado"
"K700","Hígado alcohólico adiposo"
"K701","Hepatitis alcohólica"
"K702","Fibrosis y esclerosis del hígado, alcohólica"
"K703","Cirrosis hepática alcohólica"
"K704","Insuficiencia hepática alcohólica"
"K709","Enfermedad hepática alcohólica, no especificada"
"K710","Enfermedad tóxica del hígado, con colestasis"
"K711","Enfermedad tóxica del hígado con necrosis hepática"
"K712","Enfermedad tóxica del hígado con hepatitis aguda"
"K716","Enfermedad tóxica del hígado con hepatitis no clasificada en otra parte"
"K717","Enfermedad tóxica del hígado con cirrosis y fibrosis del hígado"
"K718","Enfermedad tóxica del hígado con otros trastornos hepáticos"
"K719","Enfermedad tóxica del hígado, no especificada"
"K720","Insuficiencia hepática aguda o subaguda"
"K721","Insuficiencia hepática crónica"
"K729","Insuficiencia hepática, no especificada"
"K730","Hepatitis crónica persistente, no clasificada en otra parte"
"K731","Hepatitis crónica lobular, no clasificada en otra parte"
"K732","Hepatitis crónica activa, no clasificada en otra parte"
"K738","Otras hepatitis crónicas, no clasificadas en otra parte"
"K739","Hepatitis crónica, no especificada"
"K740","Fibrosis hepática"
"K742","Fibrosis hepática con esclerosis hepática"
"K743","Cirrosis biliar primaria"
"K744","Cirrosis biliar secundaria"
"K745","Cirrosis biliar, no especificada"
"K746","Otras cirrosis del hígado y las no especificadas"
"K750","Absceso del hígado"
"K752","Hepatitis reactiva no especificada"
"K754","Hepatitis autoinmune"
"K758","Otras enfermedades inflamatorias del hígado, especificadas"
"K759","Enfermedad inflamatoria del hígado, no especificada"
"K760","Degeneración grasa del hígado, no clasificada en otra parte"
"K761","Congestión pasiva crónica del hígado"
"K763","Infarto del hígado"
"K764","Peliosis hepática"
"K765","Enfermedad veno-oclusiva del hígado"
"K766","Hipertensión portal"
"K767","Síndrome hepatorrenal"
"K768","Otras enfermedades especificadas del hígado"
"K769","Enfermedad del hígado, no especificada"
"K800","Cálculo de la vesícula biliar con colecistitis aguda"
"K801","Cálculo de la vesícula biliar con otra colecistitis"
"K802","Cálculo de la vesícula biliar sin colecistitis"
"K803","Cálculo de conducto biliar con colangitis"
"K804","Cálculo de conducto biliar con colecistitis"
"K805","Cálculo de conducto biliar sin colangitis ni colecistitis"
"K808","Otras colelitiasis"
"K810","Colecistitis aguda"
"K811","Colecistitis crónica"
"K818","Otras colecistitis"
"K819","Colecistitis, no especificada"
"K820","Obstrucción de la vesícula biliar"
"K821","Hidropesía de la vesícula biliar"
"K822","Perforación de la vesícula biliar"
"K823","Fístula de la vesícula biliar"
"K828","Otras enfermedades especificadas de la vesícula biliar"
"K829","Enfermedad de la vesícula biliar, no especificada"
"K830","Colangitis"
"K831","Obstrucción del conducto biliar"
"K832","Perforación del conducto biliar"
"K833","Fístula del conducto biliar"
"K835","Quiste biliar"
"K838","Otras enfermedades especificadas de las vías biliares"
"K839","Enfermedad de las vías biliares, no especificada"
"K850","Pancreatitis idiopática aguda"
"K851","Pancreatitis biliar aguda"
"K852","Pancreatitis aguda inducida por alcohol"
"K858","Otras pancreatitis agudas"
"K859","Pancreatitis aguda, no especificada"
"K860","Pancreatitis crónica inducida por el alcohol"
"K861","Otras pancreatitis crónicas"
"K862","Quiste del páncreas"
"K863","Seudoquiste del páncreas"
"K868","Otras enfermedades especificadas del páncreas"
"K869","Enfermedad del páncreas, no especificada"
"K900","Enfermedad celíaca"
"K904","Malabsorción debida a intolerancia, no clasificada en otra parte"
"K908","Otros tipos de malabsorción intestinal"
"K909","Malabsorción intestinal, no especificada"
"K920","Hematemesis"
"K921","Melena"
"K922","Hemorragia gastrointestinal, no especificada"
"K928","Otras enfermedades especificadas del sistema digestivo"
"K929","Enfermedad del sistema digestivo, no especificada"
"L00X","Síndrome estafilocócico de la piel escaldada"
"L010","Impétigo [cualquier sitio anatómico] [cualquier organismo]"
"L020","Absceso cutáneo, furúnculo y carbunco de la cara"
"L021","Absceso cutáneo, furúnculo y carbunco del cuello"
"L022","Absceso cutáneo, furúnculo y carbunco del tronco"
"L023","Absceso cutáneo, furúnculo y carbunco de glúteos"
"L024","Absceso cutáneo, furúnculo y carbunco de miembro"
"L028","Absceso cutáneo, furúnculo y carbunco de otros sitios"
"L029","Absceso cutáneo, furúnculo y carbunco de sitio no especificado"
"L030","Celulitis de los dedos de la mano y del pie"
"L031","Celulitis de otras partes de los miembros"
"L032","Celulitis de la cara"
"L033","Celulitis del tronco"
"L038","Celulitis de otros sitios"
"L039","Celulitis de sitio no especificado"
"L040","Linfadenitis aguda de cara, cabeza y cuello"
"L049","Linfadenitis aguda de sitio no especificado"
"L080","Pioderma"
"L088","Otras infecciones locales especificadas de la piel y del tejido subcutáneo"
"L089","Infección local de la piel y del tejido subcutáneo, no especificada"
"L100","Pénfigo vulgar"
"L102","Pénfigo foliáceo"
"L104","Pénfigo eritematoso"
"L108","Otros pénfigos"
"L109","Pénfigo, no especificado"
"L120","Penfigoide flictenular"
"L209","Dermatitis atópica, no especificada"
"L26X","Dermatitis exfoliativa"
"L270","Erupción cutánea generalizada debida a drogas y medicamentos"
"L299","Prurito, no especificado"
